id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
2410,2076,,2,39528,2308,1952-04-29,Korea 1/7/1951 - 31/12/1951.,,,
2411,2058,1 Commonwealth Division,2,39531,2369,1952-05-02,Korea 1/7/1951 - 31/12/1951.   APM.,,,
2412,2077,,6,39542,2651,1952-05-16,For Gallant and Distinguished Conduct.,,,
2413,2078,165 PRO COY,5,39555,3014,1952-06-05,"United Kingdom.   Chester.   Citation for BEM:  CSM Angel has been with the 165 (HQ) Pro Coy for 4 years, during which time he has carried out his duties in an exemplary manner, and his  loyalty and devotion to duty have been an example to all ranks both in this unit and outside it.   He is highly efficient, takes the keenest interest in all the activities of this unit and is always well informed on all matters.   He lives in Quarters at Company HQ and, at his own request, is called upon to answer any problem which may arise outside normal working hours.   In a Military Police Unit, this is no small undertaking, but CSM Angel allows no personal for family considerations to interfere with his efforts to maintain the efficiency and good name of his unit.   He maintains a high standard of discipline and will not tolerate any form of carelessness or laziness in work or behaviour.   His loyalty to the Service and to his Officers is exemplary.   Before joining this unit, CSM Angel held the local rank of RSM in order to instruct the RSM's of successive ""Z"" Reservist Provost Companies in their duties.   He carried out his additional duty with tact and efficiency and all the Officers Commanding commended him for the excellent instruction and assistance he gave.   CSM Angel is an expert on the practical side of all police duties, and had distinguished himself on numerous investigations.   In 1950 he was commended by the Provost Marshal for his work in arresting a soldier who was masquerading in Naval uniform.
Maj E V Crombie A & SH DAPM 165 (HQ) Pro Coy.   Brigadier ? Manchester:   I see this WO quite often and strongly support his CO's recommendations.   National Archive WO 373/160.",,,
2414,2079,London District Pro Coy,6,39555,3034,1952-06-05,"United Kingdom.   RQMS London District Pro Coy.   Citation for BEM:  RQMS Moffat is a Warrant Officer of over ten years standing and is a most experienced, loyal and hardworking man.   He has served the Corps of Royal Military Police faithfully with an unbroken service of over 16 years and has done much to enhance the reputation of both the Corps and the Army by steady and unstinting loyalty to duty during his service.   He was a prisoner of war in Japanese hands in the Malai Camp, Singapore for over 3 1/2 years but the privations that he endured during that period have not detracted from his unswerving attention to his duties in the Military Police.   As RQMS of this unit which is instrumental in dealing with the discipline of all troops in and around London, he is responsible for the accurate accounting, clothing and accommodation of 171 Other Ranks, the supervision of maintainance in two large barrack blocks and married quarters.   Expert in all unit 'Q' matters he carries out the duties which are normally performed by a Regimental Quartermaster and he does them excellently, never sparing himself.  He expects and receives the best from his subordinates, and handles them well.   They, in their turn respect him for his efficiency, bearing and conduct.   A good reliable leader in all branches of Provost duties, he has contributed in no small manner to the reputation enjoyed by the Corps of Royal Military Police for resourcefulness, good military discipline, smartness of turnout, and helpfulness.
Maj R C H Pilcher Welch Guards OC  London District Pro Coy.   Maj-Gen W P Oliver GOC in C Eastern Command Hounslow.
National Archive WO 373/160",,,
2416,2081,,2,39666,5325,1952-10-10,Korea.   1/1/1952 - 30/6/1952.,,,
2417,2082,,2,39666,5325,1952-10-10,"Korea, 1/1/1952 - 30/6/1952.",,,
2418,2083,,6,39667,5327,1952-10-10,For gallant and distinguished service.,,,
2419,2084,40 Inf Div Pro Coy,6,39732,27,1953-01-01,"Hong Kong.   Citation for BEM:  Sergeant Burke arrived in the Colony of HONG KONG in 1949 as a L/CPL, through extreme hard work and conscientious application at all times to duty he rose to the rank of  A/SGT as a merit promotion NCO, by November 1950, since this date he has been chosen to fulfill all the difficult tasks allotted to a Provost Company, for a period of five months he acted as Regimental Sargeant Major without pay or rank and performed these duties diligently and well, maintaining a high standard of discipline, administration and training.   He has been responsible for training the RMP Escort for visiting VIP's, Commanding Generals and His Excellency The Governor, for which commendations have been received.   He sets an extremelty good example by his personal turnout, military bearing and diligent, conscientious and reliable attitude to duty, his willingness at all times to tackel and bring to a successful conclusion a difficult task makes him an NCO worthy of merit.
Maj Albert Paul OC 40 Div Pro Coy.   Brigadier Comd Hong Kong & Kowloon Garrison.   Maj-Gen R C Cruddas Land Forces Hong Kong.
National Archive WO 373/160.",,,
2420,2086,SIB Korea/Japan,6,39738,52,1953-01-01,"For duties in Japan in connection with Korean war.  Citation for BEM:   Sergeant GOYMER has served in the Korean Theatre as Chief Clerk and Investigator, Headquarters Special Investigation Section since June, 1951.   He has been largely responsible for organising Special Investigation Branch Administration throughout the Theatre.   His application to this task has proved to be outstandingly effective.   It is largely due to his efforts that co-ordination with the American system of Police Investigation has been accomplished with satisfactory final results in many important investigations.   He has also made himself responsible for the establishing of the Special Investigation Photographic Laboratory in Pusan,   Which again has considerably increased the efficiency of Section Investigations.   In the absence of the Deputy Assistant Provost Marshal, Special Investigation Section for quite long periods of time, Sergeant GOYMER has been in charge of the co-ordination of Theatre Side Administration and has frequenly handled important information with outstanding efficiency.   His leadership and personality has proved to be and example and inspiration to his Section.   He has applied himself to his work with a zeal far beyond expectation, to the stage when his health was likely to be affected.
Lt-Col A G Locksley APM HQ BCFK.   Brig R H Batten Kure (Japan)
National Archive WO 373/120.",,826,
2421,2087,42 (Lancs) Inf Div Pro Coy (TA),73,39769,750,1953-02-06,,,826,
2422,2088,,2,39831,2254,1951-04-24,,,,
2423,2089,224 GHQ Pro Coy,5,39863,2951,1953-06-01,"Gibraltar.   July 49 - Feb 53.  Citation for MBE:  (Warrant Officer Class II F T WELLER is recommended for the award of the MBE).   For the past three and a half years he has performed the duties of CSM of the Royal Military Police Gibraltar.  He is outstanding in the manner in which he preserves discipline and in the example which he sets to others.   He is at all times loyal and tactful and is always ready to give assistance based on the experience of his many years service in the Corps of Royal Military Police.   He never spares himself and his zeal and devotion to duty are of an exceptionally high order.
Maj G L Dolman DAPM Gibraltar.   Brig OC The ??? Gibraltar,   Governor and C in C Gibraltar.  
National Archive WO 373/161.",,,
2424,2090,247 PRO COY,6,39863,2978,1953-06-01,"Coronation Honour.  Citation for BEM:  Sergeant DIMOND has held the acting rank of WO I in the Royal Military Police for over seven years.   For the last three years he has been the Regimental Sergeant Major of 247 Pro Coy RMP in BERLIN.   In this capacity he has shown outstanding zeal, tact and loyalty to a degree not formally expected, or found, in a soldier of his rank.   He has on many occasions been called upon to handle delicate situations involving RUSSIAN military personnel or EAST GERMAN Peoples Police, where great firmness, tempered with tact, was an essential if a serious incident was to be avoided.   Although on many occasions the presence of a BRITISH officer would have been desirable, this was not always possible due to the location and unexpectedness of the event;  nevertheless RSM DIMOND's careful handling of the situation has undoubtedly, and without any loss of prestige, prevented a serious international incident.   Through example and skillful leadership he has raised the standard of efficiency of his company to a level which has elicited praise and admiration from senior officers serving with his Corps and from members of other units of a similar type elsewhere.   The standard of discipline which he has maintained within the unit by example and within the garrison by his industry and zeal has, also, been on many occasions the subject of praise from his superiors in all arms of the service.   When called upon to work long hours he has always responded without complaint, and has, voluntarily and because of his natural enthusiasm for his work, devoted most of what might fairly have been regarded as leasure time to the particular task in hand.   By his fine example, industry, tact and loyalty he has, in BERLIN, considerably enriched the reputation of his Corps and increased the respect of members of other nations and armies for his own.
Maj P D Witty OC 247 Pro Coy.   Brigadier Berlin.   Maj Gen GOC  British Sector Berlin.   Col A H Gillmore PM HQ Northern Army Group.
National Archive WO 373/161.",,,
2425,2091,203 PRO COY,6,39863,2978,1953-06-01,"Coronation Honour.  203 Pro Coy NCO I/c Moascar Garrison Sections CMP Egypt.  Apr 52 - Jan 53.  Citation for BEM: 203 Pro Coy sections have been almost entirely responisble for the policing of Ismilia and Moascar Garrison.   Sgt Dodd has, by his untiring efforts, in supervising the duties of these NCO's during the troublesome period when Ismailia was 'Out of Bounds', and then later when it was placed 'In Bounds' ensured that efficient control of the area has been maintained and that any ""incidents"" have been avoided.   He has been on duty continually for practically the whole of this period, both by day and night, and although handicapped by shortage of NCO's somehow arranged to produce sufficient to meet any demand.   His devotion to duty is of the highest, and he is a most loyal consciencious and hardworking NCO.
Maj D Cresswell DAPM Moascar Garrison.   Brigadier Moascar Garrison.  Maj Gen Sir F W Festing KCB CB DSO GOC BTE.
Nationa Archive WO 373/161.
Shown on citation has having been awarded an MID 24/6/1943 Middle East. Not found in LG.",,,
2426,2092,PM War Office,6,39863,2979,1953-06-01,"United Kingdom.   Coronation Honours.   PA to PM War Office.   Citation for BEM:  Staff Sergeant Gillmore, who has recently been released after 8 years service as a Regular soldier, was personal assistant to successive Provost Marshals,   He set a fine example of efficiency, hard work and cheerful enthusiasm, and went out of his way to help all and sundry.   He was a thoroughly good influence and his work as a personal assistant was outstanding..
Brig Maxwell CB PM War Office.   Maj Gen M R Dowse War Office.
National Archive WO 373/161.",,,
